1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38
1;84;38;1;20;6;10;11;2;4;1;10;7;6;1;3;0;5;3;4;0;0;0;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0
2;7;5;0;2;0;0;0;2;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3;24;13;6;9;3;5;0;0;1;1;1;2;3;0;0;0;4;1;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0
4;37;15;1;10;6;8;2;4;3;2;1;8;3;0;1;0;5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0
5;60;29;4;17;6;12;1;4;1;0;3;6;5;1;1;0;1;1;1;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0
6;88;47;1;25;9;17;5;8;7;4;8;12;7;2;7;1;3;3;4;0;0;1;0;1;0;0;1;0;1;0;1;0;0;0;0;0;1;0
7;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8;5;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
9;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10;7;3;0;1;1;2;0;2;0;0;0;3;0;3;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;3;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
