1;2;3;4;5;6;7;8;9;10;11;12;13;14
48;0;0;0;0;0;0;0;0;0;1;0;0;0;0
49;1;0;0;0;0;0;0;0;0;0;0;0;0;0
50;0;0;0;0;1;0;0;0;0;0;0;0;0;0
51;1;0;0;0;0;0;0;0;0;0;0;0;0;0
52;1;1;0;0;0;0;0;0;0;0;0;0;0;0
53;1;0;0;0;0;0;0;0;0;0;0;0;0;0
54;4;2;0;1;1;0;0;0;0;0;0;0;0;0
55;1;0;0;0;0;0;0;0;0;0;0;0;0;0
56;4;0;0;0;0;0;0;0;0;0;0;0;0;0
57;1;0;0;0;0;0;0;0;0;0;0;0;0;0
58;1;0;0;0;0;0;0;0;0;0;0;0;0;0
59;1;0;0;0;0;0;0;0;0;0;0;0;0;0
60;1;0;0;0;0;0;0;0;0;0;0;0;0;0
61;1;0;0;0;0;0;0;0;0;0;0;0;0;0
62;1;0;0;0;1;0;0;0;0;0;0;0;0;0
63;1;0;0;0;0;0;0;0;0;0;0;0;0;0
64;0;0;0;0;1;0;0;0;0;0;0;0;0;0
65;0;0;0;0;0;1;0;0;0;0;0;0;0;0
66;0;0;1;0;0;0;0;0;0;0;0;0;0;0
67;0;0;0;0;0;1;0;0;0;0;0;0;0;0
68;1;0;0;0;0;0;0;0;0;0;0;0;0;0
69;1;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0;0;0;0;1;0;0;0;0;0;0;0;0;0
71;1;1;1;0;0;0;1;0;0;0;0;0;0;0
72;0;0;0;0;1;0;0;0;0;0;0;0;0;0
73;0;0;0;0;0;1;0;0;0;0;0;0;0;0
74;2;0;0;1;0;0;0;0;0;0;0;1;0;0
75;1;0;0;0;0;0;0;0;0;0;0;0;0;0
76;1;0;0;0;0;0;0;0;0;0;0;0;0;0
77;0;1;0;0;0;0;0;0;0;0;0;0;0;0
78;0;0;1;0;0;0;0;0;0;0;0;0;0;0
79;1;0;0;0;0;0;0;0;0;0;0;0;0;0
80;1;0;0;0;0;0;0;0;0;0;0;0;0;0
81;0;0;0;0;0;0;1;0;0;0;0;0;0;0
82;0;0;0;0;0;0;1;0;0;0;0;0;0;0
83;1;0;0;0;1;0;0;0;0;0;0;0;0;0
84;1;0;0;0;0;0;0;0;0;0;0;0;0;0
85;0;0;0;1;0;0;0;0;0;0;0;0;0;0
86;1;0;0;0;0;0;0;0;0;0;0;0;0;0
87;0;0;0;0;0;0;0;0;0;0;1;0;0;0
88;0;1;0;0;0;0;0;0;0;0;0;0;0;0
89;0;0;0;1;0;0;0;0;0;0;1;0;0;0
90;2;2;0;1;0;0;1;0;0;0;0;0;0;0
91;1;0;0;0;0;0;0;0;0;0;0;0;0;0
92;0;0;0;0;1;0;0;0;0;0;0;0;0;0
93;1;0;0;0;0;0;0;0;0;0;0;0;0;0
94;0;1;0;0;0;0;0;0;0;0;0;0;0;0
95;0;1;0;0;0;0;0;0;0;0;0;0;0;0
96;1;0;0;0;0;0;0;0;0;0;0;0;0;0
97;0;0;0;0;0;0;0;0;1;0;0;0;0;0
98;1;0;0;0;0;0;0;0;0;0;0;0;0;0
99;1;0;0;0;0;0;0;0;0;0;0;0;0;0
100;1;0;0;0;0;0;0;0;0;0;0;0;0;0
101;0;1;0;0;0;0;0;0;0;0;0;0;0;0
102;1;0;0;0;0;0;0;0;0;0;0;0;0;0
103;1;0;0;0;0;0;0;0;0;0;0;0;0;0
104;1;0;0;0;0;0;0;0;0;0;0;0;0;0
105;1;0;0;0;0;0;0;0;0;0;0;0;0;0
106;1;0;0;0;0;0;0;0;0;0;0;0;0;0
107;1;0;0;0;0;0;0;0;0;0;0;0;0;0
108;0;0;0;0;0;0;0;0;1;0;0;0;0;0
109;1;0;0;0;0;0;0;0;0;0;0;0;0;0
110;1;0;0;0;0;0;0;0;0;0;0;0;0;0
111;1;0;0;0;0;0;0;0;0;0;0;0;0;0
112;0;1;0;0;0;0;0;0;0;0;0;0;0;0
113;1;0;0;0;0;0;0;0;0;0;0;0;0;0
114;0;0;0;1;0;0;0;0;0;0;0;0;0;0
115;1;0;0;0;0;0;0;0;0;0;0;0;0;0
116;0;1;0;0;0;0;0;0;0;0;0;0;0;0
117;1;0;0;0;0;0;0;0;0;0;0;0;0;0
118;1;0;0;0;0;0;0;0;0;0;0;0;0;0
119;1;0;0;0;0;0;0;0;0;0;0;0;0;0
120;0;0;0;1;0;0;0;0;0;0;0;0;0;0
121;0;1;0;0;0;0;0;0;0;0;0;0;0;0
122;0;0;0;0;0;0;1;0;0;0;0;0;0;0
123;0;0;1;0;0;0;0;0;0;0;0;0;0;0
124;1;0;0;0;0;0;0;0;0;0;0;0;0;0
125;0;0;0;0;0;0;0;0;0;0;1;0;0;0
126;1;0;0;0;0;0;0;0;0;0;0;0;0;0
127;1;0;0;0;0;0;0;0;0;0;0;0;0;0
128;0;0;0;1;0;0;0;0;0;0;0;0;0;0
129;0;0;0;1;0;0;0;0;0;0;0;0;0;0
130;1;0;0;0;0;0;0;0;0;0;0;0;0;0
131;1;0;0;0;0;0;0;0;0;0;0;0;0;0
132;0;1;0;0;0;0;0;0;0;0;0;0;0;0
133;1;0;0;0;0;0;0;0;0;0;0;0;0;0
134;1;0;0;0;0;0;0;0;0;0;0;0;0;0
135;0;0;0;0;0;0;1;0;0;0;0;0;0;0
136;1;0;0;0;0;0;0;0;0;0;0;0;0;0
137;1;0;0;0;0;0;0;0;0;0;0;0;0;0
138;1;0;0;0;0;0;0;0;0;0;0;0;0;0
139;1;0;0;0;0;0;0;0;0;0;0;0;0;0
140;0;1;0;0;0;0;0;0;0;0;0;0;0;0
141;1;0;0;0;0;0;0;0;0;0;0;0;0;0
142;1;0;0;0;0;0;0;0;0;0;0;0;0;0
143;1;0;0;0;0;0;0;0;0;0;0;0;0;0
144;0;0;1;0;0;0;0;0;0;0;0;0;0;0
145;1;0;0;0;0;0;0;0;0;0;0;0;0;0
146;0;0;1;0;0;0;0;0;0;0;0;0;0;0
147;1;0;0;0;0;0;0;0;0;0;0;0;0;0
148;1;0;0;0;0;0;0;0;0;0;0;0;0;0
149;1;0;0;0;0;0;0;0;0;0;0;0;0;0
150;1;0;0;0;0;0;0;0;0;0;0;0;0;0
151;0;0;0;0;0;1;0;0;0;0;0;0;0;0
152;0;0;0;0;0;1;0;0;0;0;0;0;0;0
153;1;0;0;0;0;0;0;0;0;0;0;0;0;0
154;1;0;0;0;0;0;0;0;0;0;0;0;0;0
155;0;0;1;0;0;0;0;0;0;0;0;0;0;0
156;1;0;0;0;0;0;0;0;0;0;0;0;0;0
157;0;0;0;0;1;0;0;0;0;0;0;0;0;0
158;1;0;0;0;0;0;0;0;0;0;0;0;0;0
159;1;0;0;0;0;0;0;0;0;0;0;0;0;0
160;0;0;0;0;0;0;1;0;0;0;0;0;0;0
161;0;1;0;0;0;0;0;0;0;0;0;0;0;0
162;0;0;0;1;0;0;0;0;0;0;0;0;0;0
163;1;0;0;0;0;0;0;0;0;0;0;0;0;0
164;0;1;0;0;0;0;0;0;0;0;0;0;0;0
165;0;0;0;1;0;0;0;0;0;0;0;0;0;0
166;0;0;0;0;0;0;0;1;0;0;0;0;0;0
167;0;0;0;1;0;0;0;0;0;0;0;0;0;0
168;0;0;0;0;0;0;0;0;0;0;0;0;0;1
169;0;0;0;1;0;0;0;0;0;0;0;0;0;0
170;1;0;0;0;0;0;0;0;0;0;0;0;0;0
171;1;0;0;0;0;0;0;0;0;0;0;0;0;0
172;0;0;0;0;0;0;1;0;0;0;0;0;0;0
173;1;0;0;0;0;0;0;0;0;0;0;0;0;0
174;1;0;0;0;0;0;0;0;0;0;0;0;0;0
175;0;0;0;0;1;0;0;0;0;0;0;0;0;0
176;1;0;0;0;0;0;0;0;0;0;0;0;0;0
177;1;0;0;0;0;0;0;0;0;0;0;0;0;0
178;1;0;0;0;0;0;0;0;0;0;0;0;0;0
